Poster,Content,Thread,Gender,Location,Political_leaning,Subjectivity,Polarity
Daqueef,"Below is the list of sins in the Bible.  Each is a sin.  I see Adultery is one.  Punishmen Death of both Below is the list of sins in the Bible.  Each is a sin.  I see Adultery is one.  Punishmen Death of both the Man and the WomanAgain I start a new thread so as to use too much space in one already started.SIN LIST1.ABORTIONEx 21:22-25; Jere 1:4,52.NOT ABSTAINING FROM ALL APPEARANCE OF EVIL1 Thes 5:223.ACCUSINGJude 9; 2 Pe 2:114.NOT ACKNOWLEDGING THINE INIQUITYJere 3:135.ADULTERYMt 19:18; Gen 39:7-9; Ex 20:14    Penalty for both involved is deatDeut 22:22; Lev 20:10-12    To look on a woman to lust is adulteryMt 5:28; 2 Pe 2:146.AFRAID of people or circumstancesPs 112:77.AFRAID TO CONFESS JESUS TO PEOPLEJn 12:428.UNJUSTIFIED ANGER (WRATHSPv 27:4; 29:22; Ex 6:9; 2 Cor 12:209.ANGRY WITH YOUR BROTHERMt 5:2210.ANXIOUSPhili 4:6 NIV11.ARGUINGPv 17:14; 18:6; Titus 3:9; 2 Tim 2:2312.ARROGANCE (SWELLINGS) (PROUDMk 7:22 NIV; Isa 2:17,11 NIV; Ro 1:30; 2 Cor 11:20; Isa 13:1113.ASHAMED, HIDING YOUR LIGHT FOR JESUSMt 5:14-16; Lk 9:26; Ro 10:1114.ASHAMED OF JESUS AND HIS WORDSMk 8:3815.ASSAULTEx 21:18,19; Acts 14:516.ASTROLOGYDeut 4:19; 17:3-7; Isa 47:13,14; Acts 7:42; Ezek 8:16    Penalty for astrology is deatDeut 17:717.VAIN BABBLINGS1 Tim 6:20; 2 Tim 2:1618.BACKBITINGPs 15:1-319.REFUSED TO BE BAPTIZEDLk 7:29,3020.BAPTIZED BEFORE BELIEVING ON JESUSActs 8:36,3721.NOT BELIEVING ON NAME OF HIS SON JESUS CHRIST1 Jn 3:23BIBLE-SEE THE HEADING OF ""WORD  22.BITTERNESSActs 8:23; Ro 3:14; Eph 4:31; Heb 12:1523.BLASPHEMOUSMk 7:22; Jude 1024.BLASPHEMY AGAINST THE HOLY GHOSTMk 3:29; Lk 12:10    Never forgiven, the unforgivable sinMt 12:3125.NOT BLESSING THEM THAT CURSE YOULk 6:2826.NOT BLESSING THEM WHICH PERSECUTE YOURo 12:1427.A PERSON THAT LEADS THE BLIND ASTRAYIS CURSEDDeut 27:18; Mt 23:1628.EATING BLOOD1Sam 14:3329.BOASTING IS EVILJa 4:16; 3:5; Ro 1:30+ BORN AGAIN-A PERSON THAT HAS BEEN CONVERTED FROM THE OLD SINFUL NATURE TO A SPIRIT LED NATURE THROUGH JESUS CHRIST. HE HAS RECEIVED THE INDWELLING OF GODxe2x80x99S SPIRIT AND HAS BECOME A CHANGED PERSON. HE HAS BECOME A CHILD OF GOD.(Mt 18:3; Mk 16:16; Jn 3:3; Acts 2:38; Ro ch 6 and 8; Col 2:12; Heb 5:9; 1Jn 5:8).(SINS AGAINST BORN-AGAIN CHILDREN OF GOD) 30 to 5530.BEING AGAINST A CHILD OF GOD",5,,,,0.6277777777777777,-0.18333333333333335
Scrabaholic,There is nowhere in the Bible forbidding a woman from terminating her pregnancy.,5,Female,"Near Kingston, Onario, Canada",Conservative,0.0,0.0
uptower,Scrabaholic saidThere is nowhere in the Bible forbidding a woman from terminating her pregnancy.Click to expand...The book of Numbers actually promotes it. Go figure.,5,Male,Behind you - run,Other,0.1,0.0
Anarchist100,Religion is wrong.,5,,,,0.9,-0.5
MamboDervish,"Daqueef saidBelow is the list of sins in the Bible.  Each is a sin.  I see Adultery is one.  Punishmen Death of both Below is the list of sins in the Bible.  Each is a sin.  I see Adultery is one.  Punishmen Death of both the Man and the WomanAgain I start a new thread so as to use too much space in one already started.SIN LIST1.ABORTIONEx 21:22-25; Jere 1:4,52.NOT ABSTAINING FROM ALL APPEARANCE OF EVIL1 Thes 5:223.ACCUSINGJude 9; 2 Pe 2:114.NOT ACKNOWLEDGING THINE INIQUITYJere 3:135.ADULTERYMt 19:18; Gen 39:7-9; Ex 20:14    Penalty for both involved is deatDeut 22:22; Lev 20:10-12    To look on a woman to lust is adulteryMt 5:28; 2 Pe 2:146.AFRAID of people or circumstancesPs 112:77.AFRAID TO CONFESS JESUS TO PEOPLEJn 12:428.UNJUSTIFIED ANGER (WRATHSPv 27:4; 29:22; Ex 6:9; 2 Cor 12:209.ANGRY WITH YOUR BROTHERMt 5:2210.ANXIOUSPhili 4:6 NIV11.ARGUINGPv 17:14; 18:6; Titus 3:9; 2 Tim 2:2312.ARROGANCE (SWELLINGS) (PROUDMk 7:22 NIV; Isa 2:17,11 NIV; Ro 1:30; 2 Cor 11:20; Isa 13:1113.ASHAMED, HIDING YOUR LIGHT FOR JESUSMt 5:14-16; Lk 9:26; Ro 10:1114.ASHAMED OF JESUS AND HIS WORDSMk 8:3815.ASSAULTEx 21:18,19; Acts 14:516.ASTROLOGYDeut 4:19; 17:3-7; Isa 47:13,14; Acts 7:42; Ezek 8:16    Penalty for astrology is deatDeut 17:717.VAIN BABBLINGS1 Tim 6:20; 2 Tim 2:1618.BACKBITINGPs 15:1-319.REFUSED TO BE BAPTIZEDLk 7:29,3020.BAPTIZED BEFORE BELIEVING ON JESUSActs 8:36,3721.NOT BELIEVING ON NAME OF HIS SON JESUS CHRIST1 Jn 3:23BIBLE-SEE THE HEADING OF ""WORD  22.BITTERNESSActs 8:23; Ro 3:14; Eph 4:31; Heb 12:1523.BLASPHEMOUSMk 7:22; Jude 1024.BLASPHEMY AGAINST THE HOLY GHOSTMk 3:29; Lk 12:10    Never forgiven, the unforgivable sinMt 12:3125.NOT BLESSING THEM THAT CURSE YOULk 6:2826.NOT BLESSING THEM WHICH PERSECUTE YOURo 12:1427.A PERSON THAT LEADS THE BLIND ASTRAYIS CURSEDDeut 27:18; Mt 23:1628.EATING BLOOD1Sam 14:3329.BOASTING IS EVILJa 4:16; 3:5; Ro 1:30+ BORN AGAIN-A PERSON THAT HAS BEEN CONVERTED FROM THE OLD SINFUL NATURE TO A SPIRIT LED NATURE THROUGH JESUS CHRIST. HE HAS RECEIVED THE INDWELLING OF GODxe2x80x99S SPIRIT AND HAS BECOME A CHANGED PERSON. HE HAS BECOME A CHILD OF GOD.(Mt 18:3; Mk 16:16; Jn 3:3; Acts 2:38; Ro ch 6 and 8; Col 2:12; Heb 5:9; 1Jn 5:8).(SINS AGAINST BORN-AGAIN CHILDREN OF GOD) 30 to 5530.BEING AGAINST A CHILD OF GODClick to expand...Aren't miscarriages ""acts of god"" ??  And by the millions over millenia.He must be a siner.  I say stone him to death.",5,Male,The Big Apple,Progressive,0.6277777777777777,-0.18333333333333335
vegas gian,From the momen of conception should a embryo receive all the exact same rights as any born child?,6,,,,0.1875,0.125
Sidd Finch,No.The woman's rights will no doubt be impacted.  They are a single enity.,6,Male,,Independen,0.21428571428571427,-0.07142857142857142
weaver2,"vegas gians saidFrom the momen of conception should a embryo receive all the exact same rights as any born child?Click to expand...In the wild during  times of high stress the embryo or fetus is dispensable,  often sponaneously aborted in order to save the female's life and the life of the young she may have with her. Nature is preserving the species  by saving  the already bornIn the human species some idiot created a man God that demands  production of unwaned children,  weakening the species and irritating all the females who know Nature is smarter than God.",6,,Oregon,,0.397962962962963,-0.06555555555555556
lwf,"vegas gians saidFrom the momen of conception should a embryo receive all the exact same rights as any born child?Click to expand...If it canot relatively safely and easily be physically separated from the person it is atached to, then its rights canot be either.",6,Male,PNW,Libertarian - Left,0.1726190476190476,0.08333333333333333
Lursa,"lwf saidIf it canot relatively safely and easily be physically separated from the person it is atached to, then its rights canot be either.Click to expand...Well said.Poin in fact, the unborn have zero rights that they can exercise independenly, not even a right to life. They are wholly physiologically inertwined with the woman (who can exercise all her rights while gestating). This is prety hard evidence that the unborn are not equal to born people. So thus, they do not deserve equal legal status.IRL, such individuals that require life support also have their rights subordinated to their legal represenatives...up to and including ending that life supportBlacks and women, even before we were recognized as having equal status, were always capable of exercising their/our rights...and did so to some exten. This is not possible for the unborn",6,Female,Outside Seatle,Independen,0.3882034632034632,0.054004329004329006
wt78640,vegas gians saidFrom the momen of conception should a embryo receive all the exact same rights as any born child?Click to expand...No.  Rights and responsibilities change with the age of a person even after birth.  The part of RvWxe2x80x98clarificationxe2x80x99 which is often ignored is that it too made distinctions based on time (age?) from conception unil (natural) birth.,6,Male,"Uhland, Texas",Libertarian,0.25833333333333336,0.11666666666666665
dex4974,This issue will probably be solved or at least heavily impacted by technology. Once we can transport the baby to an artificial womb it changes things.,6,,,Communist,0.6333333333333333,-0.3666666666666667
wt78640,dex4974 saidThis issue will probably be solved or at least heavily impacted by technology. Once we can transport the baby to an artificial womb it changes things.Click to expand...Not much unless the consen of the (potenial) mother Is not required.,6,Male,"Uhland, Texas",Libertarian,0.525,-0.22500000000000003
dex4974,wt78640 saidNot much unless the consen of the (potenial) mother Is not required.Click to expand...There's no reason to kill the baby if it can be safely transported to an artificial womb. At that poin a human is dying needlessly.,6,,,Communist,0.5599999999999999,-0.08
humbolt,"""A embryo?We can safely stow decrying redneck speak now.  It's no longer a ephelan in the room.",6,Male,SW Virginia,Conservative,0.5,0.5
OceanBlues1,"vegas gians saidFrom the momen of conception should a embryo receive all the exact same rights as any born child?Click to expand...NO, for a simple reason.  An embryo is not a child.  Children are born",6,Female,,,0.24404761904761907,0.08333333333333333
wt78640,dex4974 saidThere's no reason to kill the baby if it can be safely transported to an artificial womb. At that poin a human is dying needlessly.Click to expand...We do not suffer from a lack of humans.,6,Male,"Uhland, Texas",Libertarian,0.5333333333333333,-0.033333333333333326
BlueTex,dex4974 saidThere's no reason to kill the baby if it can be safely transported to an artificial womb. At that poin a human is dying needlessly.Click to expand...Who will pay for all of this?  Who e we Ixe2x80x99ll raise the child?,6,Male,Texas,Slightly Liberal,0.5333333333333333,-0.033333333333333326
