Poster,Content,Thread,Gender,Location,Political_leaning
Fletch,"joko104 saidThat is why voter fraud works. Once couned it can never be removed. The system was changed to maximize benefiting from that reality. An election division worker could non-stop run fake ballots thru the machine - and this all captured on video tape - but every one of those fake votes would still counUnless Republicans become even beter at stealing elections and voter frauds, the Republican Party is nothing but the opposite side of the same plutocratic authoritarian coin. I do not expect the Republican party to play by the new election rules. Christianity is a huge obstacle for one since lying and cheating is considered sinful.Click to expand...I don know that the election was stolen.   Was there liberal cheating?  Im sure there was.  Can it be shown to have altered the course of the election?  Probably not.  The goal should be for machines to do the couning in the future and do everything possible to remove the couning from humans.And no, Christianity does not stop people from lying, cheating and stealing.",11,Male,Menor Ohio,Libertarian
calamit,"Fletch saidI don know that the election was stolen.   Was there liberal cheating?  Im sure there was.  Can it be shown to have altered the course of the election?  Probably not.  The goal should be for machines to do the couning in the future and do everything possible to remove the couning from humans.And no, Christianity does not stop people from lying, cheating and stealing.Click to expand...I actually agree with this post. Wow! We've begun to heal as a nation already.",11,,,Cenrist
Fletch,"calamity saidI actually agree with this post. Wow! We've begun to heal as a nation already.Click to expand...Not sure why you waited unil now to start thinking, but welcome aboard!",11,Male,Menor Ohio,Libertarian
calamit,"Fletch saidNot sure why you waited unil now to start thinking, but welcome aboard!Click to expand...'m always thinking. That's usually why I don't get along with the Wingnut brigade.",11,,,Cenrist
joko104,"Fletch saidI don know that the election was stolen.   Was there liberal cheating?  Im sure there was.  Can it be shown to have altered the course of the election?  Probably not.  The goal should be for machines to do the couning in the future and do everything possible to remove the couning from humans.And no, Christianity does not stop people from lying, cheating and stealing.Click to expand...Keep believing the illusion of democratic elections if you wish.",11,,,
Fletch,"joko104 saidKeep believing the illusion of democratic elections if you wish.Click to expand...I will believe the results unil I see evidence to the conrary.  I support Trump, I voted for him, but right now, I think he lost fair and square.  Do I like these votes trickling in like this?  No.  Is that evidence of fraud?  No, not by itself.",11,Male,Menor Ohio,Libertarian
calamit,"Fletch saidI will believe the results unil I see evidence to the conrary.  I support Trump, I voted for him, but right now, I think he lost fair and square.  Do I like these votes trickling in like this?  No.  Is that evidence of fraud?  No, not by itself.Click to expand...My wife asked why it took so long to coun these final votes.My response: Well, they had to prin them.",11,,,Cenrist
uptower,My pre-election predictions were off. My revised one below for comparison (before any recouns).Nov 2Nov 7,11,Male,Behind you - run,Other
Irwin Corey,"295 minimum, maybe as high as 306 ~ Biden243 is the most Trump can hope for.",11,Male,,Progressive
Phys251,Checkerboard Strangler saidHey kids!Post your predictions for the final coun in the 2020 US Presidenial Election here!Do you think Trump will get more than 232? Post it here.Do you think Biden will pass 290? Post it here.Click to expand...I predict the final will be 306-232 Biden--precisely what it was for trump in 2016.,11,Male,Georgia,Slightly Liberal
rahl,"joko104 saidThat is why voter fraud works. Once couned it can never be removed. The system was changed to maximize benefiting from that reality. An election division worker could non-stop run fake ballots thru the machine - and this all captured on video tape - but every one of those fake votes would still counUnless Republicans become even beter at stealing elections and voter frauds, the Republican Party is nothing but the opposite side of the same plutocratic authoritarian coin. I do not expect the Republican party to play by the new election rules. Christianity is a huge obstacle for one since lying and cheating is considered sinful.Click to expand...you have exactly zero evidence, and can in no way demonstrate that democrats commited voter fraud or in any way cheated in this election",11,Male,,Independen
Blue Donkey,"Mycroft saidAt this poin, there are zero EC votes...for both candidates.But...if I HAD to guess (you know how much I hate guessing), I would say Trump will get at least 270 EC votes and Biden will get some number less than 270.Click to expand...Exactly how can the ratlesnake collect 270 EC votes when he currenly has only 213 (not 214 as some media claim) and by all accouns so far has no chance of wining the six in Nevada? You might wan to get your calculator out",11,Female,"Gainesville, Florida",Liberal
Mycroft,"Blue Donkey saidExactly how can the ratlesnake collect 270 EC votes when he currenly has only 213 (not 214 as some media claim) and by all accouns so far has no chance of wining the six in Nevada? You might wan to get your calculator outClick to expand...Again...neither candidate has a single EC vote.btw, since when does the media decide who the EC votes for?  In other words...why are you listening to them and their lies?",11,Male,,Conservative
Blue Donkey,"Mycroft saidAgain, neither candidate has a single EC vote.BTW, since when does the media decide who the EC votes for?  In other words, why are you listening to them and their lies?Click to expand...The electors vote for who won their states after pledging to do so , , , through the media.I believe the truth. Joe Biden is projected to win all of the states that add up to giving him 253 EC votes.",11,Female,"Gainesville, Florida",Liberal
Mycroft,"Blue Donkey saidThe electors vote for who won their states after pledging to do so , , , through the media.I believe the truth. Joe Biden is projected to win all of the states that add up to giving him 253 EC votes.Click to expand...???  ""through the media""???No Ma'am...the media plays no part in the process.  You should learn the difference between ""projected"" and ""certified""...and exactly who it is that does each.",11,Male,,Conservative
Yes_Minister,"joko104 saidKeep believing the illusion of democratic elections if you wish.Click to expand...joko104 saidThat is why voter fraud works. Once couned it can never be removed. The system was changed to maximize benefiting from that reality. An election division worker could non-stop run fake ballots thru the machine - and this all captured on video tape - but every one of those fake votes would still counUnless Republicans become even beter at stealing elections and voter frauds, the Republican Party is nothing but the opposite side of the same plutocratic authoritarian coin. I do not expect the Republican party to play by the new election rules. Christianity is a huge obstacle for one since lying and cheating is considered sinful.Click to expand...Proof or it didn't happenEdit: You have none, so it didn't happenJudge Tosses Out Trump Campaign Lawsuit Atempting To Stop Vote Coun In PensylvaniaA lawsuit atempting to stop the vote coun in Pensylvania by the Trump Campaign has been thrown outpitsburgh.cbslocal.com",11,,,
swing_voter,"Biden was leading Trump by more than 4.9 million votes, at 76.4 million. He broke the record for most votes ever received by a presidenial candidate, which had been  held by Barack Obama for his 2008 win. 2020 also saw record voter turnoutWas Biden's win over Trump a landslide? Narrow? A look at previous electionPresiden-elect Joe Biden's win over Presiden Donald Trump was not a landslide. But it was also more than just a slim margin of victory.www.usatoday.com",12,,'Murica,Independen
Mycroft,"swing_voter saidBiden was leading Trump by more than 4.9 million votes, at 76.4 million. He broke the record for most votes ever received by a presidenial candidate, which had been  held by Barack Obama for his 2008 win. 2020 also saw record voter turnoutWas Biden's win over Trump a landslide? Narrow? A look at previous electionPresiden-elect Joe Biden's win over Presiden Donald Trump was not a landslide. But it was also more than just a slim margin of victory.www.usatoday.comClick to expand...At this poin, we don't know who won the popular vote because we don't know how many illegal votes are included in Biden's number.  But it doesn't mater.  The popular vote is irrelevan.  The popular vote has NEVER elected a US Presiden.  (and it never will",12,Male,,Conservative
